review,star_rating
oneplus is a recommended name in the smartphone market but slowly it s also entering the audio market excellent purchase excellent packaging in oneplus style and also the perfect bluetooth headset good amount of base excellent vocals and mid tones are crystal clear highly recommended,5.0
killer phone,5.0
superb sound quality specailly its base without any doubt you can buy it thanks to one such amazing quality,5.0
phone looks so premium in hands the purple variant is so solid in colour camera performance is good and the mobile performance is excellent battery is okay for the average user but a person who uses more needs to charge twice a day daily ram management and storage management is good display is ips lcd without any refresh rate so thats could be a cheaper side in terms of display for investing more than 40k on mobile the phone is overall good and worth the price,4.0
good sound and bass quality but after use of months it breaks connection frequently i am sitting in close proximity to the source hardly feet away from the source and no blocking item in between but still it drops the connection this hampers the meeting,4.0
nice iphone great deal,5.0
i like the product,4.0
nice,3.0
very bad experience with iphone phone getting heat while charging and touch is not upto the mark and battery backup is also not good display is quite good bt touch sampling rate is not good so please go with android one plus or any other in this segment phone not a value for money phone go with android which gives good performance better than iphone waste of money,5.0
it s the perfect earphone the bass quality is just perfect does not feel cheap loud connects very quickly to the phone battery lasts for a long time better than boult curve in terms of sound quality and battery sometimes there is a hiccup like disconnect n connect hence the star,5.0
sound quality best way better than oppo enco to the people comparing this with realme yes the sound is louder in realme headphones but the quality of sound is better in one plus bass quality no doubt why it s named bass edition it s really powerful thumpy and don t get distort even at full volume comfort i find it less comfortable than oppo enco if you can gave up on sound quality over comfort go for oppo enco those are really comfortable not gonna lie battery warp charging works really amazing and on full charge i think days for me i listen almost hours of music and calling for hours daily connectivity really fast literally missing the quick switch though durability feels durable using all the time even sleeping with it overall star reduced due to less comfortable,4.0
very good mobaile value for mony,5.0
all the accessoriesnecessary part of camera is not genuinei got this dslr within two days of ordering it it went well till the returnable period then suddenly i found both battery and charger defective defective battery is not charging with the defective chargerapart from that the usb cable required to transfer photos in laptopdesktop is also not in the boxwant it to be replacedits a trust issue hopeless with amazon,1.0
nice headphones in this price fast charging in minutes battery life is good as described sound quality bass quality is good suggested to buy,5.0
this is my second purchase of this earphone this is a great earphone pros great sound quality bass is excellent call quality so far nobody complained about my calls and it is crystal clear noise cancellation good comfort in the ears please choose the earbuds according to your comfort the small one looked more comfortable for me battery backup is excellent you can easily get hours of playback call time magnet on off switch is great this helps in not using the battery when magnetic switch is paired with medium to heavy usage the battery last for days easily fast pairing is great build quality is excellentcons no switch for pairing with multiple devices you need to manually do this even though the earbuds are comfortable you may feel slight discomfort after using it for longer period continuously highly recommended for anybody who is looking for a decent bluetooth headset,5.0
weight is bit high size is like holding a geometry box in school days apple is for show off need to improve a lot in features,5.0
i received delivery on june but yesterday i e this product neither on off nor connect to blutooth of any device so i am not satisfied from this oneplus blutooth,1.0
awesome product on this price this is the best wireless headphone except realme buds awesome bassawesome sound qualityawesome charge service,4.0
awesome,5.0
overall goodas this is the 2nd day difficult to analysebut the call quality sound is very lowbut speaker is goodwhile talking audio is not audible very low,4.0
boom boom,5.0
best for daily use good value for the money you spend,5.0
a very good neckband works well with apple devices also hardcore bass lovers may find the bass a bit flat noise cancellation is average build quality is excellent,5.0
good mobile for iphone users,5.0
this the best option in this price range and apple logo is the main key try this for sure,5.0
no doubt this has best sound quality but the worse things are battery no codec no switching button hence we better to switch to another brand,2.0
nice phone with affordable price good specification but camera quality is average,5.0
pairing between devices is challenge u have to turn off and turn on again to make it work pairing was good only for the first time after months of use it stopped even showing up on any device i can not search it and pair it tried resetting as well very bad wasteeee,1.0
battery percentge showing only in multiple of like and to is only for one call its getting down soon cqn you replace this item soon,2.0
battery drain fast without using battery percentage get down so sad,5.0
different beats to different music that s what is needed and it packs all into it,5.0
awesome performance for this money thank u poco,5.0
the media could not be loaded first life only mont after thisi product is worstmy new oneplus not good songs play sound glitch when calling never good or clear voice,2.0
good mobile to use and awesome while playing graphics games all over best one,5.0
value for money device,5.0
camera is worst performance is according to price battery is lovely,4.0
connectivity is good but the device switch option is not given if you are using in mob and have to switch off to the laptop you have to disconnect one device then only it will be possible,3.0
just one thing value for money if u are thinking dont think go for it blindly,5.0
it s a tut and tuf best earphone in this prize range best,5.0
i did not have any expection but literally sounded better than my wired shennheiser ones,5.0
aaj delivered hua pahele se hi left side not working only right side work ghatiya earphone looks nd hand some scratch are there looking old china products sound quality ghatiya bakwas faltu noise cancelation bass quality time wastes,1.0
connectivity is not good switch off and switch on is very late pause and resume connection is very late it take about sec to connect noise cancellation is not that much good music quality is excellent and better but not best improve your connectivity speed it is too slow,3.0
good y,5.0
changer poor quality,3.0
camera in not good but overall good phn,5.0
superb mobilegood to usenicein this price,5.0
this wireless earphone does not connect with oneplus nordbluetooth doesn t work properly it doesn t get connectedreally disappointed,3.0
my i phone 6s display and camera is better than thisdidnt expect this from apple losing hopes on apple products waste of money,5.0
i bought this router recently and it is lightning fast and more reliable delivery was awesome as per scheduled those who want best wifi and value for money pls buy this one,5.0
camera is very good,5.0
very slow het,5.0
very expensive,1.0
really impressed by one plus packing really feels like a quality product great battery backup everything is to the point as the description mentions it i removed a star because it doesn t perfectly stay in my ears while doing pushups for rest tasks like walking running no problem it could ve held if its structure was a lil different or a firmer grip so thats just a small thing it doesn t matter because of the quality that one plus has provided go for it worth the money spent will update review after a month of useage,4.0
i bought these as i was previously a bullet wireless use and had two sets bought over period of time i fell so much in love with the produc that we shipped to all our team members as gift during lockdown going by the same impression i bought bass edition as it had all the same features listed on its official website it s only after receiving the product i realized that oneplus went the chinese way and did false advertising it does not have quick switch feature and u can simply disconnect from current device and then connect to second device the experience does not change even if you are using oneplus phone as they claim disheartened by the deceptive advertising horrible experience and now it s time to say goodbye to oneplus as a brand no wonder all youtubers who used to go gaga over oneplus have been bashing recently dave d mkbhd unbox therapy mrwhosthe boss,1.0
very nice,5.0
superb performance,4.0
i must say i am pretty much impressed with sound quality and battery backup is superb charging is fantastic with warp charge and bass is also good compared to bullets z old earphone cons when we put back the earphones to magnet earphone disconnects and will be in standby and when u open it connects back which usually will not happen with other bluetooth earphones rest all is nice,5.0
i recently purchased it and i found it to be very nice it fits my ear the length of the cords are perfect and the sound quality is really good for the price i paid obviously cant compare to a high end product but i found it right for my meetings as well very clear the bass also is not too overt good battery life all in all a great buy,5.0
the bullets are awesome battery life is also good but it s not connecting to bluetooth after months so i request it to repair it get picked up from my place aslo but it s been more than days they don t even have any updates regarding the repair request so you are thinking of buying this you can buy it but once you need services for them they have pathetic service,4.0
nice productthere is no second thought when buying products from flipkarteverytime excellent experience,5.0
edit buy body only unless you need this travel lensi bought the camera from a local canon store amazing performance with 18135 combination it is one of the best cameras anyone can buy without hesitationcons 18135mm performs far better on 80d than 90d better shoot outdoors with enough light in low light iso above 1600 is noisy with the 18135 lens but the 80d got better image quality even at 2500 iso 90d has more megapixel but fails in low light when compared with 80d lacks alli video processing 120fps no auto focus no stabilization,4.0
manufacturer defect in phone,5.0
value for money,5.0
that was awesome value for money,5.0
i bought oneplus because i liked the reviews as well as my experience with earlier one plus products it served me very well for months but last week i could feel that only one side of the ear phone was working i have been maintaining this earphone very well and i must say that inspite of this the issue happened i am very disappointed because i expected more from one plus,3.0
disgusting phone and sevices no one should buy this poco phone,5.0
sound quality is good not comfortable on ears if you wear it continuously it pains due its tight grip outer plastic package cover was intact but inside headphone package was in damaged condition not good,4.0
best iphone one day battery life,5.0
performance was good but price for this product is very high not for worth,5.0
the media could not be loaded sound quality is good you can experience the small instruments too and the bass is not too good it s just average and noise cancellation is very well quality of the product is good magnetic stripes are very well i m using this from moths there no connectivity issues very nice product you can gift this for your parents,5.0
best i phone in this range really liked it,5.0
good battery backup plus superb bass experience but after in just mth of use its not a worth buy need to claim for the new one better opt for other trusted brands samsung or boat nirvana,2.0
really hate the product its wastage of money its taking too long to start and its making a wierd noice in the background its too heavy and large and is not handy at olworst part is that they are not even ready to refund nor replace really pissed off,4.0
simply superb best ever this price range,5.0
i cant really tell which one is good or bad but i bought it after some research well its my first router so far doing good good range too,5.0
utterly disappointed i was using mi wired earphones which lasted about years in just rs oneplus sounds are not clear everything is muffled getting this quality even after times the price,1.0
best one,4.0
prosgreat camera displaypremium feeling consbattery and storage,5.0
very nice,3.0
after months of use its right ear stopped working and its too disgusting beacuse it hadn t scratches or broken history suddenly just stopped while iam hearing more than the money i believed in the product value of oneplus and this incident make me disappointe me very well iam a sound perfection guy i want a good quality when watching movies or hearing songs now i have only one left ear and doesn t go well sooner i buy an earphone but in my life time am never gonna buy any oneolus product i lost all my confidence on this,1.0
overall a good product in this range,4.0
product is excellent but i guess my product has a fault it automatically connecting and disconnececting to four times every time i use it while watching movie in every minutes except that it s wonderful i realised that after the replacement options was gone but the earphone are really super value for money,3.0
love it,5.0
its not a good product dont buy online,5.0
i ll keep it simple easy controls charging port on the side looks classy great battery back up you can charge this shit in like minutes and it works more than a day long sound quality is good noise cancellation is great i tried it with a grinder running by my side quick connect best in price defi fricken nitely an amazing purchase if you re reading this get it,5.0
iphone camera is a very good in this price this is i loved it so much,5.0
i bought these seeing the reviews here its a really good router doea not drop connection has more features than similar models but some of the reviews mentioning here that it covers 89 rooms or upto 100 meters out on road i dont know what they perceive wifi signal strength as i found the range to be as good as the similarly priced models ie asus rtn10 belkin n150 other than that its a solid router worth recommending,4.0
i like the bass and sound quality bluetooth connectivity is also gud but some time automatically it s disconnected and then it will connect automatically i don t know either it s fault on my phone or it s about the headset what ever it is i ll get more calls for that it is useful for me battery life is fantastic i love the product,5.0
it s sound is getting blurred and not clear neither on a phone call nor on music it worked nice for months my suggestions don t buy this product,1.0
best phone ever i have seen,5.0
really easy installation good range covers 1bhk easily dont become hot like my previous router finally good service by flipkart,4.0
i got this phone in great price review after 10 days of purchase 1 camera quality 5 2 display 5 3 sound 5 4 batteries 4 only issue no charger earpods at this cost rest all is great,5.0
battery last dayssound quality is nice not a big bass lover so it works really light weightcharges quickly in min,4.0
one of the most worst earphones and worst service by one plus please don t purchase this product if one plus give it as a free note it one of the worst service by oneplus,1.0
laptop that does complete justice to every penny paidhad done a lot of research before buying 133 inch laptop and finally went with this laptop below is what i felt with 2 weeks of usage was in two minds buying an amd laptop but this laptop just cleared all my doubts on amd processor there are no lags and performance is great have tried games like gta 4 and it works without any issues only issue which i felt is that laptop gets heated up around left side of the keyboard under heavy loads battery backup time what i am getting is as promised by hp speakers give ample output felt sound below average in laptop mode mainly because of the position of the speaker browsing speed is awesome havent faced any connectivity issues so far touch performance is great pen also serves the purpose webcam and microphone does the purpose well keyboard keys feels premium and backlit keys also works well windows hello finger print login works really fast laptop came with office 365 license as promisedoverall a great experience with hp envy x360,5.0
very nice mobile i bought this for my sister in law she is very happy to get this mobile thanks flipkart,5.0
display is not good,4.0
you won t regret if you love punchy bass sound very good build quality condidering price range battery is also superb and best thing is fast charging,5.0
i will buy this product on 3621 my phne battry was not carge more than 80 what i do this is new fresh device plz help me,5.0
great one easy connect and disconnect multi device connection is available full charge in min only playtime is awsome sound quality and noise canclation is unremarkable built quality is too good dont waste time in looking other brands for this price range my five of friend is using this for many days and it worth,5.0
battey helth down,5.0
honest review after using days very much satisfied finally never settle build quality battery backup hrs max but still very happy sound clarity fast charging wrap but note that minimum w adapter is required if you have w then charge min enjoy for hrs upto mic quality is not good but okay noise cancellation hmm connectivity watching movies audio and video sync is perfect there is no delay for gaming we can notice very slight difference but ignorable bass quality not much improvedover all rating never settleoverall best when compared to others at this price very much satisfied,4.0
best iphone ever best value for money phone easy to hold and face unlock is very fast and works even in dark looks very cool delivered in one day best flipkart experience and get also the original product red one is the best color and most selling color so i love red one,5.0
nice and quality products,5.0
this is really one of the perfect earphone at this price range it has a good base quality which you might be find quite less in compare to some boult s earphones but except this quality the rest of other things are really benchmark at this price range sound quality is good and very balance calling quality is also very very good look and build material is good,5.0
sound quality is great usually wireless earphones of this price range such as neckbands or tws don t sound as good as wired earphones but these are awesome oneplus provides quality for sure,5.0
it s awsm item i suggested to buy this best clear sound quality it has a light weight earphones with only minutes charging time and days battery life,5.0
i think i received a defective product when i receive a waiting call bluetooth gets disconnected other waiting call on picking can t be heared thorough headsets disconnecting headsets while listings music didn t pauses music or youtube vedio rather sound starts coming out from mobile,1.0
the earphones doesn t switch between devices we need to manually connect to nd device the audio quality of ok but when we try to increase or decrease volume while listening to music on iphones it makes a noise which is really bad and during calls sometimes people cannot hear you properly this has been an intermittent issue but it does happen quite frequently,1.0
3rd class front camera 32 mp front camera n looks like 2mp front camera in very disappointed with this kind of front camera need refund,1.0
definately worth the prize,5.0
bought for using on my device one plus t sound quality is good also i have mi neckband pro compared to it mi has active noise cancellation and enc but for one plus doesn t offer even enc plus point is that pairing device became quite easy than earlier one but switching between devices has been removed battery backup is below average time consuming charging even mi neckband pro charges faster and lasts for days other hand one plus for hardly days,4.0
bass output is very good battery backup is same as wireless z the looks have improved a bit all the colours are good vocals seem better than the older version,5.0
if there is other option go for that i am not satisfied,4.0
i receive today so looking good i using some day after written any author,5.0
really nice product i have been using it for months still it works like the day i st used it bluetooth is the best thing in it range is too good bass is nice but it can t stand before sony bass hedfone built quality is also good,5.0
worth the money,5.0
go for it,5.0
fantastic,4.0
great product got it for rs decent bass great music quality great mic quality even outdoors good for calling good built quality great battery life overall good product,5.0
a pretty descent routed for its rate the router is pretty neat neat sleek connecting machine a best at its rate,4.0
the media could not be loaded number sound quality and battery life,4.0
value for money but the bass is poor not that good as expected and same quality is satisfied,5.0
awesome quality,5.0
overall sound quality charging backup is goodbuild and design is good but charging port is always open little negative one but it s worthy on this price range compared to all neckband earphones,5.0
it works fine till now without any flawits been one month now awesome product for its price covering more area than we expectedso my opinion is go ahead with this product,5.0
this product was had manufacturing defect inside the plastic band materialfrom which it is now broken out that could not be visible during product receiving time period please do something for this automatic damaging i wanted number of time to connect with customer care service but no any my call receiving by customer service please do the satisfactory advice to repair or exchange purpose because this product is under guarantee period i was received this order on 14 may 2020,1.0
camera warst not 48mp,5.0
poor wifi connection with the phone and camera,4.0
phone is so good but the camera is very low quality,5.0
it s not working only after days of buying want to return it but there is no option of returning i hate this product damaged product amazon sends all damaged product,1.0
please dont buy this mobile camera is worst,5.0
front camera not upto the mark over all okay for 49k,5.0
worst product as after days when i attend call then the receiver hears lots of disturbance and pathetic performance tooo,1.0
the delivery was prompt and without any fuss the description and the product features do match and seller really seems a good one,5.0
this is just awesome this small but very powerful router covers almost whole my house 4bhki also get signal across the floor above and beneath ours and it dont fluctuate signalit takes less space it is quite good looking just one con it heats a little bit but that can be ignoredi would say just go for itits better than some costly routers,4.0
very good smartphone loved it poco rocks,4.0
very happy and satisfied with this purchaselaptop was received in perfect condition it is best configuration available in india reviewers have found the ryzen 7 to be faster than the i7 intel 10th gen processors to top it all it consumes less battery works for 6 hours of light use and runs very coolthis i think is due to the 7nm architecture of the amd chip as compared to the 10nm of inteltwo thumbs up as a whole note stylus pen not the told variety is included in the package,5.0
i reviewed and evaluated multiple budget wifi routers below rs 1000 category before deciding on tplink tlwr740n i am extremely satisfied with this purchase and here are few positives easy to setup value for money good wifi range i have been using this product for past 1 week now and have not come across any negatives i highly recommend this wifi router as its a great value for money at this price,4.0
probably the best neckband ever in the this price after hours daily usagefor almost months there are many pros and little cons as i m about to mention now pros has really soft and nice silicon body with metal prices at both ends making it extremely comfy to wear has good connectivity speed almost same as airpods and with decent connectivity rangethe magnet on and off clip on feature is fun and effective can easily pair with laptop computer phone tab ipad iphone and any other devise too easily making it a great for day to day usagegreat battery life now most importantly music quality is almost excellent the bass is great but u can t expect much noise cancellation at this price point duh cons overwhelming bass may sometime cover the other crest though of music making other tones slightly less audible the connections cable seems to much fragile although connectivity range is decent it can be improved battery life is not as good as promised and battery may deteroiate over time can be improved in water resistance at last after much research i concluded these are the bestneckband in there range,5.0
design could be more better,3.0
i brought this product in november just after months it s mic stop working on contacting service centre they only bios me instead of solving the issue i brought this product for my online client meeting which get hampered since then still i didn t get any possible solution i believed oneplus as a fabulous company but experiencing the service issues neither i purchase nor i recommend oneplus products to anyone else,1.0
best phone in everything camera is best than other phoneprocessing is great never lag in any game like pubg and others must buy device,5.0
good camera super battery good for gaming,4.0
very average quality not sound even with dolby atmos one plus pro battery life awesome going back to cx for sure for better sound quality good built but not at all satisfied with sound clarity,1.0
one word review value for money it has the potential to be a nice casual daily driver speakers are loudlike seriously loud screen size is good though being a lcd screen it produces decent colours for the price at which it comes that more than enough camera is neither the best nor the worst its quite good for this price point 6000 ma battery though it comes with a lot of bloatware but you can just uninstall most of them excluding system apps finally the verdict is that it read more,5.0
excellent routervalue for moneygood this is about its own tplink thetr appu can change your password block people immediately earlier i had dlink router i was not satisfied with that productso i ordered thisi recommend you to buy this router,4.0
verry nice products,4.0
bluetooth earphones are supposed to help in multi tasking which this does not it s near to impossible to switch to another paired device unless you disconnect and switch the microphone placement is really bad hides under the collar or hangs way below giving stars for good sound quality,3.0
bad camera performance,5.0
voice is not at all clear breaking voice can t make voice calls normal music play is good and also irritation on shoulders i had same one before that was good but this current one have issues,1.0
excellent phone good to use better built quality very much impressed,5.0
waste of money,5.0
most adorable flagship phone,5.0
mane is ko kaam se kaam baar badlwa liya hh ek dum ghatiya product hh kaabhi maat lena aur customer service to use bhi bekar hh me jaab bhi jata hu change karwane log khade hi milte hh isko change karwane ke liye aur badal kaar bhi dene me time lagate hh ek dum waste of money,1.0
mobile is good profamence is bat,5.0
nice excited,5.0
sound quality is good receiving call is easy and voice clarity is good,5.0
its performance good abd battery life awesome only the problem is that sometimes glitch or lag is present but value for money,5.0
i m loving the product bass quality is good its not that high but its nice over all sound and noise cancelation works great simply superb loving it,5.0
definitely one of the best in this price rangeif you attach proper buds according to your ear size and tune a good equalizer you ll experience the best sound bass and a perfect noise cancellation recommended for use with oneplus device for the best result,5.0
awesome love it,5.0
battery back up low,5.0
its good,5.0
its ok,5.0
i am posting this review after one and half months usage pros display is good yellow colour looks unique battery lasts a day after full charge it was used to be 15 day when it was brand new primary camera is good not great considering the price point it is ok cons you will face heating issue while gaming just playing ludoking selfie camera is not upto the mark during watsapp video calls your face looks pale,4.0
very nice phone,4.0
connection cuts out spontaneously in between then reconnects by itself switching between devices clunky stars,4.0
camera quality is very poor and display it was saying that super amoled display but it was not worth for it,1.0
its awesome productthumping baseears vibrating bassbery good sound quality and in a affordable pricing,4.0
i have been using this product since last days i am satisfied with the performance oh this wireless head phone battery lasts upto days and connectivity is very fast and great,5.0
awesome product with good battery backup,5.0
excellent product very light weight with clear audio excellent for use both during workouts and meetings quick bluetooth connectivity and mobile phone compatibility especially if you re also using a oneplus phone only drawback is that the cables are a little too long and dangle a bit value for money and overall it s worth it,5.0
really excellent product,5.0
good router for what you pay using since 6 months no issue router range is fair upto 300sq ft delivery was good and fast,5.0
battery capacity is awesome quick charging which is most essential over all performance is good only missing part is quick switch,5.0
here are some points which i lovedpros min charge for hours is a blessing bass is better as compared to the old version build quality is good with buttons included getting about hrs of battery backup call quality is satisfactory comfortable for using hours continuously latency is very low ms which is very low and you will not feel any lag in voice while gamingcons quick switch button is skippedthese are the best neckband i,5.0
cool phone heres some pictures form the camera,4.0
sound quality and bass quality is good but noise is the huge problem during phone call there was a noise i have returned and then reordered the problem occurs in both headset this headset is not good enough,1.0
yet another amazing piece by oneplus i ve mostly heard great reviews about the bullets z and received positive responses from peers so decided to go ahead with the purchase months into usage and not once has this one failed to deliver seamless connectivity on my mi t pro cross mobile brand connection does not seem to have any issues pros magnetic strength on buds is powerful enough to hold unlike my previous mivi collar b worst magnetic strength ever and flew away from my shoulders when i was riding and not wearing them quite glad that it did battery backup comes upto hrs on normal usage and conditions range seems pretty alright too yet to test extreme lengths will share an update comfortable around the collar and stylish looking as well cons does not support connecting to devices at a time this is a vital feature if one s accustomed to having this feature on earlier earphones experiences latency seems really high as tested on multiple mobiles from different oem thank you for reading please feel free to hit the helpful if you ve benefitted from my analysis,5.0
it s nice battery backup but sometimes it shows you have half battery then suddenly comes to finished noiise cancellation is average,4.0
it has best signal and very easy to setup the documentation for set up is clearly provided in there log in page it took me about 5 minutes to set up wifi from my cable lan connection signal is powerful and covers all rooms design is sleek and attractive there is no modem for this router if you want to connect through a broad band connection,3.0
been wanting to buy this for sometime but as usual had to do my research first and boy was it worth it i ll keep the review simple pros build quality is nice not luxury premium nice but feels robust and doesn t feel cheap very comfortable to wear the earbuds fit snugly in the ears the neckband part is made of a soft and smooth silicon material that feels velvety connectivity is pretty perfect using the magnetic on off system is very smooth and seamless i tried testing the distance it could maintain by keeping my phone on my bed while playing some music and i pretty much walked all around the house even went upstairs no trouble at some angles even four thick walls didn t make a difference sound quality i d say like a but given the price you re getting this at it s a it sounds crystal clear decent soundstage zero cable noise and yes it s definitely been tuned for extra bass it did feel a bit bass heavy in some styles of music but never overbearing a little tweaking with the eq and you ll obviously find your preference having said that it sounds well balanced straight out of the box this unit does not have anc but because of it s in ear form factor the noise cancellation is good enough you can t hear anything while you have music on for sure it does get annoying is you re chewing crisps or something battery life is excellent lasts atleast days of regular use like i won t use it for the said hrs straight obviously does not induce battery anxiety been using it for like days charged it only once so far now haven t come across any cons so far my only concern is its a bit uncomfortable to lie down in bed with on your sides as the shape of the buds either get the sound blocked or it pushes on parts of your ear uncomfortably now let s see how it holds up with long term use,5.0
i bought these earphones as they would go well with my one plus phone as charging it would be easier but the left earphones stopped working just after a week of use very disappointed the return window is closed as well would never recommend this,1.0
worth for money compare to 12 or 12 mini,5.0
the only glitch is camera at times as its kinda avg processor wise its fine battery is amazing little heavy but manageable speakers are fine storage again is pretty sufficient worth each penny,4.0
